contract number,date of sitting,time,delivery date,amount,internalization,outsourcing,if the sitting date time after 2006,year,date of declaration,name of the project,name of the buyer,location of the buyer,if the buyer is a bank,export,export to OECD,the buyer's country,if the buyer is a chinese organization,classification of the buyer,Buyer Category B,Buyer Category C,name of the seller,Seller Category A,Seller Category B,if the seller is a wholly foreign-owned company,if the seller is a wholly chinese company, if the buyer is a joint venture,classification of the seller,Seller Category C,Seller ownership,if the seller belongs to IT industry,Technical field A,Technical field B,if the outcome is a patent,if the outcome is a know-hnw,if the outcome with no IP,knowstyle,Intellectual Property A,Intellectual property B,if the project is a R&D mission, if the project is a technical consultation,it the project is an IP exchange,classification of the contract,Contract type A,Contract type B,Plan Category A,Plan Category B,socioeconomic goals,Turnover,money,installment,paystyle,payment method,Seller registration number,Seller organization number,Is the seller a central institution in Beijing?,Is it an intermediary service organization?,Transformed enterprise
2007110032006153,2007-04-09,30d,2007-05-09,2,0,1,1,2007,4/4/07,"Beijing Yihuaming Health Technology Co., Ltd. Service Contract","Beijing Yihuaming Health Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,15000,15000,0,2,One time payment,01,00,no,no,no
2008110032002078,2008-01-01,30d,2008-01-31,2,0,1,1,2008,1/22/08,"Beijing Wanchuang Online Technology Development Co., Ltd. Technical Service Contract (1)","Beijing Wanchuang Online Technology Development Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,15000,15000,0,2,One time payment,01,00,no,no,no
2006110032016423,2006-08-24,32d,2006-09-25,1,0,1,1,2006,11/1/06,265 Network and Dongyi Time Technical Service Contract,"Beijing Dongyi Time Network Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,computer network,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,15000,15000,0,2,One time payment,01,00,no,no,no
2007110032003148,2007-02-26,28d,2007-03-26,1,0,1,1,2007,2/5/07,"Technical service contract of Shanghai Aosheng Business Consulting Co., Ltd.","Shanghai Aosheng Business Consulting Co., Ltd.",Shanghai,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,15000,15000,0,2,One time payment,01,00,no,no,no
2008110032002083,2007-12-13,30d,2008-01-12,1,0,1,1,2008,1/22/08,"Technical service contract of Jinmeirui (Beijing) Advertising Co., Ltd.","Jinmeirui (Beijing) Advertising Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,15000,15000,0,2,One time payment,01,00,no,no,no
2008110032004544,2008-02-14,28d,2008-03-13,1,0,1,1,2008,3/13/08,"Vancl Eslite (Beijing) Technology Co., Ltd. technical service contract","Vancl Eslite (Beijing) Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,15000,15000,0,2,One time payment,01,00,no,no,no
2006110032016419,2006-08-07,29d,2006-09-05,5,0,1,1,2006,10/19/06,"Technical service contract between 265 Network and Beijing Baiyi Technology Co., Ltd. (1)","Beijing Baiyi Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,computer network,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,15255,15255,0,2,One time payment,01,00,no,no,no
2006110032016422,2006-07-04,29d,2006-08-02,5,0,1,1,2006,10/19/06,"Agreement between 265 Network and Beijing Baiyi Technology Co., Ltd.","Beijing Baiyi Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,computer network,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,15255,15255,0,2,One time payment,01,00,no,no,no
2007110032013558,2007-09-01,29d,2007-09-30,9,0,1,1,2007,9/18/07,"Technical service contract for PDA Aviation Services (Beijing) Co., Ltd.","Pocket Aviation Service (Beijing) Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,16000,16000,0,2,One time payment,01,00,no,no,no
2007110032018148,2007-10-21,33d,2007-11-23,9,0,1,1,2007,11/22/07,"Technical Service Contract of Pocket Aviation Services (Beijing) Co., Ltd. (1)","Pocket Aviation Service (Beijing) Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,16000,16000,0,2,One time payment,01,00,no,no,no
2007110032018149,2007-11-24,29d,2007-12-23,9,0,1,1,2007,11/28/07,"Technical service contract for PDA Aviation Services (Beijing) Co., Ltd. (2)","Pocket Aviation Service (Beijing) Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,16000,16000,0,2,One time payment,01,00,no,no,no
2008110032002086,2007-12-24,30d,2008-01-23,9,0,1,1,2008,1/22/08,"Technical service contract for PDA Aviation Services (Beijing) Co., Ltd. (3)","Pocket Aviation Service (Beijing) Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,16000,16000,0,2,One time payment,01,00,no,no,no
2008110032002087,2008-01-24,30d,2008-02-23,9,0,1,1,2008,1/22/08,"Technical service contract for PDA Aviation Services (Beijing) Co., Ltd. (4)","Pocket Aviation Service (Beijing) Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,16000,16000,0,2,One time payment,01,00,no,no,no
2008110032004537,2008-02-24,28d,2008-03-23,9,0,1,1,2008,3/12/08,"Technical service contract of Zhangshangtong Aviation Services (Beijing) Co., Ltd. (5)","Pocket Aviation Service (Beijing) Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,16000,16000,0,2,One time payment,01,00,no,no,no
2008110032008733,2008-04-25,29d,2008-05-24,9,0,1,1,2008,5/27/08,"Technical Service Contract of Pocket Aviation Services (Beijing) Co., Ltd. (7)","Pocket Aviation Service (Beijing) Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,16000,16000,0,2,One time payment,01,00,no,no,no
2008110032008734,2008-03-25,30d,2008-04-24,9,0,1,1,2008,5/27/08,"Technical service contract of Zhangshangtong Aviation Services (Beijing) Co., Ltd. (6)","Pocket Aviation Service (Beijing) Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,16000,16000,0,2,One time payment,01,00,no,no,no
2008110032008742,2008-05-25,30d,2008-06-24,9,0,1,1,2008,5/28/08,"Technical Service Contract of Pocket Aviation Services (Beijing) Co., Ltd. (8)","Pocket Aviation Service (Beijing) Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,16000,16000,0,2,One time payment,01,00,no,no,no
2009110032005936,2008-04-11,175d,2008-10-03,1,0,1,1,2009,4/29/09,SouFun network promotion technical services (Dikang Jinchuang),"Beijing Dikang Jinchuang Technology Development Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Beijing Soufun Network Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,1,0,0,2,computer software,computer software,0,1,0,1,Technical Services,General technical services,national plan,other,other,16000,16000,1,1,Installment payment,01,00,no,no,no
