amount,name of the buyer,location of the buyer,if the buyer is a bank,the buyer's country,if the buyer is a chinese organization,if the seller belongs to IT industry,if the outcome is a patent,if the outcome is a know-hnw,if the outcome with no IP,knowstyle,if the project is a R&D mission,if the project is a technical consultation,if the project is an IP exchange,Turnover,money,payment method
54,Agricultural Bank of China Shenzhen Branch,Guangdong Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,157600,157600,Installment payment
41,"China Construction Bank Co., Ltd. Beijing Branch",Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,158000,158000,One time payment
1,Anshan Commercial Bank,Liaoning Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,158000,158000,Installment payment
7,"Xinyang Commercial Bank Co., Ltd.",Henan Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,160000,160000,Installment payment
5,Bank of Beijing,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,160000,160000,Installment payment
4,"China Construction Bank Co., Ltd. Hunan Branch",Hunan Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,160000,160000,Installment payment
3,"Zhanjiang Commercial Bank Co., Ltd.",Guangdong Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,160000,160000,Installment payment
1,"Beijing Xinhua Perui Public Relations Consulting Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,160000,160000,Installment payment
1,"Laishang Bank Co., Ltd.",Shandong Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,160000,160000,Installment payment
1,"Beijing Tongtianshidi Space Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,160140,160140,commission payment
3,"Beijing Anke Internet Software Development Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,163020,163020,Installment payment
3,Wing Hang Bank (China) Limited,Guangdong Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,165000,165000,Installment payment
54,Agricultural Bank of China Shenzhen Branch,Guangdong Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,166600,166600,Installment payment
30,"Hua Xia Bank Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,168000,168000,Installment payment
3,Foshan Shunde District Rural Credit Cooperative Association,Guangdong Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,168000,168000,Installment payment
1,Suining Commercial Bank,Sichuan Province,1,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,171000,171000,Installment payment
30,"Hua Xia Bank Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,175000,175000,Installment payment
30,"Hua Xia Bank Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,175000,175000,Installment payment
54,Agricultural Bank of China Shenzhen Branch,Guangdong Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,175500,175500,Installment payment
5,Yunnan Rural Credit Cooperative Science and Technology Settlement Center,Yunnan Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,178184.52,178184.52,Installment payment
1,"Beijing Xianke High-tech Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,0,0,1,178947,178947,Installment payment
13,Bank of China Limited,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,180000,180000,Installment payment
13,Bank of China Limited,Beijing,1,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,180000,180000,Installment payment
10,"Zhangjiakou Commercial Bank Co., Ltd.",Hebei Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,180000,180000,Installment payment
9,Bank of East Asia (China) Limited,Shanghai,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,180000,180000,Installment payment
7,Zhejiang Tailong Commercial Bank,Zhejiang Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,180000,180000,Installment payment
7,"Xinyang Commercial Bank Co., Ltd.",Henan Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,180000,180000,Installment payment
6,Changshu Rural Commercial Bank,Jiangsu Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,180000,180000,Installment payment
4,Weihai Commercial Bank,Shandong Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,180000,180000,Installment payment
4,"Zhejiang Geely Automobile Researcher Co., Ltd.",Zhejiang Province,0,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,180000,180000,Installment payment
4,"Zhejiang Geely Automobile Research Institute Co., Ltd.",Zhejiang Province,0,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,180000,180000,Installment payment
3,"Bank of China Co., Ltd. Shanghai Branch",Shanghai,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,180000,180000,Installment payment
3,Quanzhou Commercial Bank,Fujian Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,180000,180000,Installment payment
3,Foshan Nanhai District Rural Credit Cooperative Association,Guangdong Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,180000,180000,Installment payment
3,"Bank of Jiangsu Co., Ltd.",Jiangsu Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,180000,180000,Installment payment
3,"Leshan Commercial Bank Co., Ltd.",Sichuan Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,180000,180000,Installment payment
2,"Souyi Network Alliance International Network Technology (Beijing) Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,180000,180000,Installment payment
2,"Philips (China) Investment Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,180000,180000,Installment payment
2,Shanxi Federation of Rural Credit Cooperatives,Shanxi Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,180000,180000,commission payment
1,"Beijing Lingyun Interactive Information Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,180000,180000,Installment payment
1,"Chuanglianwanwang International Information Technology (Beijing) Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,180000,180000,Installment payment
1,"Beijing Taitong Information Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,180000,180000,Installment payment
1,"Orusa Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,183400,183400,Installment payment
41,"China Construction Bank Co., Ltd. Beijing Branch",Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,184000,184000,Installment payment
8,Credit Card Center of China Minsheng Banking Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,184320,184320,Installment payment
6,"Lanzhou Bank Co., Ltd.",Gansu province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,185000,185000,Installment payment
5,"Hebei Bank Co., Ltd.",Hebei Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,185000,185000,Installment payment
1,"Hangzhou Jingwei Information Technology Co., Ltd.",Zhejiang Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,189921,189921,Installment payment
41,"China Construction Bank Co., Ltd. Beijing Branch",Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,190000,190000,Installment payment
5,"Nanchong Commercial Bank Co., Ltd.",Sichuan Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,190000,190000,Installment payment
3,"Bank of China Co., Ltd. Shanghai Branch",Shanghai,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,190000,190000,One time payment
4,"Beijing BOCO Value-added Business Communications Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,191194,191194,One time payment
41,"China Construction Bank Co., Ltd. Beijing Branch",Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,192000,192000,Installment payment
8,"China Construction Bank Co., Ltd. Liaoning Provincial Branch",Liaoning Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,192000,192000,Installment payment
5,Yunnan Rural Credit Cooperative Science and Technology Settlement Center,Yunnan Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,192000,192000,Installment payment
2,"Beijing Pocket Network Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,192000,192000,Installment payment
14,"Bank of Shanghai Co., Ltd.",Shanghai,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,195000,195000,Installment payment
7,"Changjiang Pension Insurance Co., Ltd.",Shanghai,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,195500,195500,Installment payment
26,"China CITIC Bank Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,196000,196000,Installment payment
13,Bank of China Limited,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,198600,198600,Installment payment
2,"China Construction Bank Co., Ltd. Guangdong Branch",Guangdong Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,199980,199980,Installment payment
14,Huishang Bank,Anhui Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,790000,200000,Installment payment
10,"Bank of Ningbo Co., Ltd.",Zhejiang Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,200000,200000,Installment payment
5,"Fudian Bank Co., Ltd.",Yunnan Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,200000,200000,Installment payment
3,"Cangzhou Bank Co., Ltd.",Hebei Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,200000,200000,Installment payment
3,"Zhanjiang Commercial Bank Co., Ltd.",Guangdong Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,200000,200000,Installment payment
3,"Hankou Bank Co., Ltd.",hubei province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,200000,200000,Installment payment
2,"Beijing Qianoak Interactive Technology Development Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,200000,200000,Installment payment
2,"Deyang Commercial Bank Co., Ltd.",Sichuan Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,200000,200000,Installment payment
2,"Ganzhou Bank Co., Ltd.",Jiangxi Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,200000,200000,One time payment
2,"Xianghe Furniture City Property Management Co., Ltd. First Branch",Hebei Province,0,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,200000,200000,Installment payment
2,"Jiaozuo Commercial Bank Co., Ltd.",Henan Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,200000,200000,Installment payment
2,"Huishang Bank Co., Ltd.",Anhui Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,200000,200000,Installment payment
1,Bank of Communications Shanghai Branch,Shanghai,1,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,200000,200000,One time payment
1,Jiangmen Xinhui District Rural Credit Cooperative Association,Guangdong Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,200000,200000,Installment payment
1,"Beijing Huadihongtu Information Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,200000,200000,Installment payment
1,"Ordos Bank Co., Ltd.",Inner Mongolia Autonomous Region,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,200000,200000,Installment payment
1,"Beijing Positioning Advertising Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,201120,201120,Installment payment
10,"Bank of China Limited, Macau Branch",Macao Special Administrative Region,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,203176,203176,Installment payment
9,"Beijing Zhikong Meixin Information Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,205000,205000,Installment payment
1,"Changjiang Securities Co., Ltd.",hubei province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,205400,205400,Installment payment
5,Shandong Federation of Rural Credit Cooperatives,Shandong Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,210000,210000,Installment payment
2,Xiangtan Commercial Bank,Hunan Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,210000,210000,Installment payment
1,"Shanghai Dewang Information Technology Co., Ltd.",Shanghai,0,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,210000,210000,One time payment
1,Ministry of Land and Resources Information Center,Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,210000,210000,Installment payment
54,Agricultural Bank of China Shenzhen Branch,Guangdong Province,1,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,212500,212500,Installment payment
14,Huishang Bank,Anhui Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,215000,215000,Installment payment
7,"Xinyang Commercial Bank Co., Ltd.",Henan Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,215000,215000,Installment payment
34,"Bank of Communications Co., Ltd.",Shanghai,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,216000,216000,Installment payment
5,"Bank of Nanjing Co., Ltd.",Jiangsu Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,216000,216000,Installment payment
2,"Soyiwangmeng International Network Technology (Beijing) Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,216000,216000,Installment payment
1,"Qingdao Hisense Communications Co., Ltd.",Shandong Province,0,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,216000,216000,commission payment
13,Shanghai Rural Commercial Bank,Shanghai,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,220000,220000,Installment payment
10,"Zhangjiakou Commercial Bank Co., Ltd.",Hebei Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,220000,220000,Installment payment
9,"Beijing Zhikong Meixin Information Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,220000,220000,Installment payment
6,"Bank of Chengdu Co., Ltd.",Sichuan Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,220000,220000,Installment payment
1,Guangdong,Guangdong Province,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,220000,220000,Installment payment
1,"Beijing Tai Tai Weiye Doors and Windows Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,220000,220000,Installment payment
1,"Beijing Huarong Yitong Technology Development Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,220000,220000,Installment payment
1,"Beijing Duosi Technology Industrial Park Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,220828,220828,Installment payment
10,"Bank of China Limited, Macau Branch",Macao Special Administrative Region,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,221000,221000,Installment payment
14,"Bank of Shanghai Co., Ltd.",Shanghai,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,223600,223600,Installment payment
10,"Bank of Ningbo Co., Ltd.",Zhejiang Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,225000,225000,Installment payment
10,"Zhangjiakou Commercial Bank Co., Ltd.",Hebei Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,225000,225000,Installment payment
8,Guiyang Commercial Bank,Guizhou Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,225000,225000,Installment payment
4,Shenzhen Rural Commercial Bank,Guangdong Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,225000,225000,Installment payment
3,"Business Opportunities Online (Beijing) Network Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,225000,225000,Installment payment
1,"UnionPay Data Services Co., Ltd.",Shanghai,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,225000,225000,Installment payment
13,"China Construction Bank Co., Ltd. Inner Mongolia Autonomous Region Branch",Inner Mongolia Autonomous Region,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,226000,226000,Installment payment
34,"Bank of Communications Co., Ltd.",Shanghai,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,228000,228000,Installment payment
6,"Bank of Chengdu Co., Ltd.",Sichuan Province,1,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,228000,228000,Installment payment
41,"China Construction Bank Co., Ltd. Beijing Branch",Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,230000,230000,Installment payment
6,"Bank of Quanzhou Co., Ltd.",Fujian Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,230000,230000,Installment payment
1,"Bank of Communications Co., Ltd. Jiangxi Branch",Jiangxi Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,230000,230000,Installment payment
1,Foshan Sanshui District Rural Credit Cooperative Association,Guangdong Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,230000,230000,Installment payment
1,"Beijing Shibao Satellite Imagery Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,230109,230109,Installment payment
2,"Tianjin Zhongke Remote Sensing Information Technology Co., Ltd.",Tianjin City,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,233955,233955,Installment payment
54,Agricultural Bank of China Shenzhen Branch,Guangdong Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,234000,234000,Installment payment
30,"Hua Xia Bank Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,234000,234000,Installment payment
15,"Bohai Bank Co., Ltd.",Tianjin City,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,235000,235000,Installment payment
10,Zhejiang Mintai Commercial Bank,Zhejiang Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,235000,235000,One time payment
8,Ningbo Yinzhou Rural Cooperative Bank,Zhejiang Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,235000,235000,Installment payment
10,"Zhangjiakou Commercial Bank Co., Ltd.",Hebei Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,237000,237000,Installment payment
1,China 4D Surveying and Mapping Corporation,Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,237600,237600,Installment payment
1,"Beijing NavInfo Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,237850,237850,One time payment
